issue_number,buggy_generated,fixed_generated,buggy_syntax_valid,fixed_syntax_valid,buggy_execution_status,fixed_execution_status,reconstruction_status,notes,case_dir,issue_id,platform,api_era,bug_summary,fix_summary,pair_similarity,buggy_lines,fixed_lines,provider,model,cached,repair_rounds,input_tokens,output_tokens,source_truncated_fields
608,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original question/answer is conceptual (explaining what circuit depth means) rather than a concrete bug report; the scraped 'buggy' code was just the word 'depth', so the buggy program had to be inferred/fabricated to match a plausible misunderstanding, and the real hardware backend/credentials from | flagged during reconstruction: Original question/answer is conceptual (explaining what circuit depth means) rather than a concrete bug report; the scraped 'buggy' code was just the word 'depth', so the buggy program had to be inferred/fabricated to match a plausible misunderstanding, and the real hardware backend/credentials from",issue_608,14431,SE,legacy,"Circuit depth is referenced as qc.depth (bound method) instead of being called as qc.depth(), so no numeric depth value is ever produced or understood.","Call qc.depth() to obtain the actual depth value, and demonstrate how transpiling for a backend (here a local FakeOurense simulator instead of a real IBMQ device) changes the depth.",0.418,9,12,anthropic,claude-sonnet-5,False,0,2432,2374,
613,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,"BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 10 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | unresolved names in buggy.py: QuantumCircuit, execute | unresolved names in fixed.py: QuantumCircuit, execute | not executed (remote access required or execution disabled); validated statically only",issue_613,17950,SE,legacy,"Circuit sent to real backend as-is (with barriers, default optimization_level) causing excessive depth/gate count and noise-corrupted Bernstein-Vazirani results.","Remove barriers with RemoveBarriers() and transpile/execute with optimization_level=3 to reduce circuit depth and gate count before running on the real device, yielding the correct secret string.",0.886,37,42,anthropic,claude-sonnet-5,False,0,7339,1438,
595,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_595,37446,SE,modern,"Circuit lacks the required save_unitary() instruction before running on AerSimulator, so get_unitary() fails/returns nothing usable.",Add circ.save_unitary() before transpiling/running so the simulator saves and returns the unitary matrix via result.get_unitary(circ).,0.583,13,17,anthropic,claude-sonnet-5,False,0,2815,619,
596,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_596,26601,SE,legacy,"assign_parameters() was called without inplace=True, so qc kept its unbound Parameters, causing assemble() to raise a parameter-binds mismatch error.","Call qc.assign_parameters(bind_dict, inplace=True) so the circuit itself is updated with bound parameter values before assemble().",0.904,27,27,anthropic,claude-sonnet-5,False,0,3388,2105,
614,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 3 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_614,33247,SE,modern,"The quantum error is registered against instruction label 'X' (uppercase) instead of 'x', so it never attaches to the circuit's x gates and no noise is applied.","Register the error against the lowercase gate label 'x' matching QuantumCircuit.x, and deepen the circuit (100 repeated x+barrier) so the depolarizing effect becomes visible in the histogram.",0.9705,23,25,anthropic,claude-sonnet-5,False,0,3402,939,
622,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_622,12356,SE,legacy,"Circuit uses 2 qubits but is executed on a backend (1-qubit device) whose coupling map only supports 1 qubit, causing a TranspilerError.",Switch to a backend/simulator with enough qubits (e.g. Aer's qasm_simulator) so the 2-qubit circuit can be transpiled and executed.,0.7724,12,12,anthropic,claude-sonnet-5,False,0,4280,1204,
621,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_621,15855,SE,legacy,"The execution result was never assigned to a variable, so `result.get_counts(circuit)` referenced the imported qiskit.result module instead of the actual Result object, causing an AttributeError.",Assign the output of execute(...).result() to a local variable named result before calling result.get_counts(circuit).,0.8171,11,10,anthropic,claude-sonnet-5,False,0,1762,1285,
623,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original buggy code in the question was only prose fragments (T1, T2 time, APIs) with no actual program, so buggy.py is a conservative reconstruction of the naive attempt rather than a literal recovery of scraped code. | flagged during reconstruction: Original buggy code in the question was only prose fragments (T1, T2 time, APIs) with no actual program, so buggy.py is a conservative reconstruction of the naive attempt rather than a literal recovery of scraped code.",issue_623,40259,SE,modern,"User had no actual code to obtain real hardware execution time; naive job.run() gives no duration, T1 or T2 info.","Transpile the circuit for the backend's ISA, use qiskit.schedule to get the scheduled circuit's duration, and read T1/T2 from backend.qubit_properties.",0.2702,15,17,anthropic,claude-sonnet-5,False,0,2710,2940,
634,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_634,39636,SE,legacy,"The result of circuit.rx() (which returns an InstructionSet, not a qubit) was assigned to A and passed as the qubit argument to a second rx call, causing a type error; also ClassicalRegister c was und","Remove the erroneous assignment/reuse of the rx() return value; call circuit.rx(np.pi/2, q[0]) twice directly on the qubit, and define the missing ClassicalRegister c.",0.8511,10,10,anthropic,claude-sonnet-5,False,0,2369,534,
624,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: contains prose rather than code | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_624,26501,SE,legacy,"A raw QuantumCircuit (H) is passed directly to QAOA.compute_minimum_eigenvalue instead of a proper opflow operator, causing a type error since the method expects an OperatorBase/qubit operator.",Convert the QuantumCircuit H into an opflow operator using MatrixOp(Operator(H)) and pass that (H_op) to compute_minimum_eigenvalue.,0.7427,13,15,anthropic,claude-sonnet-5,False,0,2804,875,
627,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: contains prose rather than code | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_627,32732,SE,modern,Composing a sub-circuit that still carries classical registers into a larger classical-register-free circuit fails/causes unwanted classical bits,Strip the classical bits from the sub-circuit (via circuit_to_dag/dag_to_circuit) before composing it into the larger circuit,0.5254,13,14,anthropic,claude-sonnet-5,False,0,2712,1031,
629,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 3 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_629,39982,SE,legacy,"User misinterprets qiskit's little-endian qubit ordering when checking the statevector/counts of a CNOT circuit, mistakenly expecting a different resulting state.","Print the statevector (via the legacy statevector_simulator) before measurement to correctly observe qiskit's qubit ordering (q1 as control target result), clarifying the CNOT direction confusion.",0.6912,11,15,anthropic,claude-sonnet-5,False,0,4645,2140,
631,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: 3 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_631,35667,SE,modern,User tried to call a non-existent `ms` gate method on QuantumCircuit to implement the Mølmer–Sørensen gate.,"Use the equivalent `RXXGate` from qiskit.circuit.library via `circuit.append(RXXGate(theta), [q0, q1])` instead.",0.6614,8,9,anthropic,claude-sonnet-5,False,0,1886,1314,
633,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 5 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_633,20772,SE,legacy,"Using QuantumCircuit.initialize to set a custom statevector incurs large per-run overhead because it decomposes into gates each time, unlike a direct statevector injection.","Add qc_3.set_statevector(state_vec) (Aer's direct statevector-setting instruction) as a faster alternative to initialize, timing it alongside the existing circuits.",0.8848,33,41,anthropic,claude-sonnet-5,False,0,4288,1396,
635,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 4 duplicate block(s) removed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_635,9372,SE,legacy,"c_if was applied to individual classical bits (c[0], c[1]) which does not implement an AND condition across bits, since c_if compares the entire register's integer value.","Use c_if on the whole classical register with the correct integer mask (c_if(c, 3)) to correctly condition on multiple bits being set.",0.7536,13,13,anthropic,claude-sonnet-5,False,0,2155,1482,
